,Current_group_location,analizo_cbo_quantile_upper,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_cbo_variance,analizo_sc_variance,analizo_npm_kurtosis,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,IF4_per_module,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_mmloc_variance,analizo_amloc_kurtosis,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_acc_quantile_min,new_dir_name,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo__module,analizo_acc_standard_deviation,analizo_anpm_sum,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,lines_of_comment_per_module,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_acc_variance,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_dit_quantile_median,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_dit_standard_deviation,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,lines_of_code_per_module,analizo_noc_quantile_upper,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,rejected_lines_of_code,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_mmloc_mode,analizo_noa_quantile_min,analizo_lcom4,analizo_noa_quantile_lower,analizo_noa_mode,analizo_npm,analizo_loc_quantile_min,analizo_noa_quantile_median,is_source,analizo_acc_quantile_median,analizo_accm_kurtosis,analizo_sc_sum,McCabes_cyclomatic_complexity_per_line_of_comment,analizo_dit,analizo_npa_mean,analizo_acc_mode,analizo_anpm_mode,analizo_noa_variance,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_npa_standard_deviation,analizo_noa_quantile_max,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_lcom4_mean,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_change_cost,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_anpm_standard_deviation,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,IF4_visible,lines_of_comment,analizo_nom_kurtosis,analizo_amloc_quantile_ninety_five,analizo_cbo_skewness,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_acc,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,IF4,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_rfc_quantile_min,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_cbo,analizo_dit_quantile_upper,analizo_accm,lines_of_code,analizo_cbo_standard_deviation,analizo_npm_quantile_upper,analizo_noc_quantile_ninety_five,analizo_npa_quantile_upper,analizo_nom_quantile_upper,lines_of_code_per_line_of_comment,analizo_amloc,analizo_amloc_quantile_median,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,McCabes_cyclomatic_complexity_per_module,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_sc,analizo_noc,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_dit_quantile_lower,analizo_amloc_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_rfc,analizo_nom_variance,analizo_npa_quantile_max,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_accm_mean,analizo_loc_sum,analizo_amloc_mode,analizo_noa,analizo_loc_standard_deviation,analizo_nom,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,number_of_modules,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,IF4_visible_per_module,analizo_acc_quantile_ninety_five,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,source_lang,analizo_acc_quantile_max,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_npm_quantile_median,analizo_npa,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_loc_mean,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_mmloc,analizo_dit_quantile_ninety_five,analizo_loc,analizo_total_nom,analizo_amloc_quantile_max,analizo_npm_standard_deviation,analizo_cbo_quantile_median,analizo_lcom4_skewness,analizo_loc_variance,analizo_cbo_quantile_min,McCabes_cyclomatic_complexity,analizo_rfc_mean,analizo_lcom4_variance,analizo_mmloc_quantile_median,analizo_dit_sum,analizo_anpm,analizo_total_eloc,analizo_npm_quantile_ninety_five,analizo_amloc_variance
/home/se-metrics/root/github-analysis-categories/processed//Security/OpenYOLO-Android-master,,3,2.36299129582,3,2,2,2,3.58605384883,500.425336221,7.20227547424,0.644176939434,4061,52,27.144,1,1,227.392810353,14.8347484955,11.2666574255,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/OpenYOLO-Android-master,1,31.3493330143,12.1839622427,7.05442367851,,3.38529590082,226.09335994,31,0,2.74968363011,11.667,0,3.35295788882,3,82.3946711353,2,3.83351322433,11.4602283361,1,1.08545454545,4,19,1,22.7551669741,0,8.22611399928,4353,2,35,2,0.599066589445,17.5287750534,13.1411468803,10,0,4,2,14.871,0,0.543795620438,22.2465418007,1537,0.164233576642,1.61313868613,299,5.5,10,191,379,3,0,,0,0,,1,2,True,0,7.62938309266,1988,0.045,,0.697080291971,0,1,14.6958236411,468,8.62352408737,2.79927007299,442,1,2.65601650569,29,0.825158247955,4,0,3,7.25547445255,14.8211678832,4.14598540146,3.20437956204,2.95565377374,0,83.6252662032,5,0.00625651720542,10.8664839871,0.03,0.358880778589,1136,0,0,0.646660310253,31,274,5456,2345,10.3430068911,19,1.81705811107,3.0664775762,5,2.6,0.921646480041,0.357142857143,,22.3701885602,4,385.412061175,131,0.418169556857,387.377375454,123,5.64947251208,0.76781814085,5,2.4363482447,12,5,1,878,44,183,0.960024208049,5456,27,54.75,1,146,1.5,,1,,2989,1.89368789636,5,1,0,7,1.275,,6.30952380952,0,1,5.29735297322,1,0.522,4,0.809090909091,2.32970679757,0,0,21,,,41,0,0,1,767,3.51906975579,0,,31.9165396647,23,0.414963929298,274,5.60948905109,1.4137860418,11931,3,,53.3819595561,,45,15.0795494081,1.01179857389,201,270,19.6319143533,17,2.7,0,1.12006578947,0.808454241779,27.144,9,7.68614651206,1.70802919708,0,2106.00414431,4,9.45833333333,Java,22,0,0,1,11931,3,,2.97166802564,0,4.24647735964,2.69012752829,10,4.19076026416,43.5437956204,6.05628458081,9,12,,1,,1537,53,4.7702376224,1,3.87803509787,2849.63360605,0,105,15.8868613139,17.5624715917,11,149,,,15,36.6785829238
/home/se-metrics/root/github-analysis-categories/processed//Security/nsjail-master,,6.25,1.51530953594,5,11,4,6.5,9.73333333333,145.666666667,-0.955181454614,3.56654981167,1428,99,,4,None,11943.9333333,0.627831491938,-0.357548767605,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/nsjail-master,1,-1.0471422688,0.531018211011,2.5625,,2.34431937528,28.7113053613,9,1,0.87805568705,,2,1.35702763791,264,0,4,1.60078105936,5.49583333333,3.22377622378,4.49145299145,16.3522727273,76.5,None,27.7625,0,1.64373501715,608,2.5,45,11,0,0.210109996271,1.94413820299,4,1,3,4,,0,0,9.99942750561,141,0,4,,14.6,0,19,662,73,0,,0,0,,12,0,,2,1.60391758263,188,,,1.1875,1,1,2.5625,45,0,1.1875,64,1,1.60078105936,4,1.79445658508,11.25,3.5,0,11.75,89.25,8.8125,3.375,1.2990253872,0,2.66848767066,40.25,0.1875,-1.0471422688,0.89,0,141,0,1,0.785982400036,18,16,,,-0.955181454614,66.2,0.662387639513,0.980888197138,18,0,0,1.24305555556,,12.0692446602,4,825.066666667,99,0.617768333167,91.0978341103,662,5.26901319034,0,9,-0.0857571706786,83.75,0,1,54,18,7,0,,211.5,287.25,3,462,6.29166666667,,0,,,3.11982905515,12.25,0,3,12.25,,,21.1826923077,0,2,0.87805568705,12,,4,1.77307692308,3.40371291094,0,0,53.25,,,462,0,0,12,19,3.05751778326,0,,27.7625,4,12.7202775591,16,8.8125,5.6936146319,3784,None,,182.498219169,,0,109.288303735,1.64858816724,,45,28.723973727,18,14.6,1,1.95833333333,0,,9,28.8098096348,2.8125,0,460.956954157,10,33.3458333333,,9,1.75,6,1,3784,10,,0.575248032212,0,-1.20789934404,-0.0857571706786,9,2.75378527364,236.5,17.7545164849,34.5,9,,0,,141,66.2,5.26901319034,2,1.08427890154,33305.6,1,,38,7.58333333333,56,0,,,18,315.222855612
/home/se-metrics/root/github-analysis-categories/processed//Security/DependencyCheck-master,,4,1.9930278132,4,2,1,2,8.58659206793,278.340267444,38.5673168616,1.35797935743,8958,86,,2,4,1004.73448009,19.2692846545,30.7768477772,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/DependencyCheck-master,1,276.919865114,14.3263572936,36.8511398131,,9.79303515198,200.973967078,39,0,7.70013245406,,0,6.50984482785,12,211.892432978,2,9.05993683253,95.9035374878,1,1.3548951049,4.64375,38,1,99.1529571652,1,2.81578095257,8212,2,42,4,0.92757491049,27.6327651795,45.6213653002,13,0,4,3,,0,1.02830188679,17.2479483459,2456,0.471698113208,2.34591194969,,8.33333333333,65,234,757,3,0,,0,0,,1,1,True,0,4.31131531248,2843,,,0.735849056604,0,0,82.0824554094,790,13.828926728,3.8427672956,746,1,6.07051396614,105,0.631993607162,4,0,4,8.94025157233,28.1698113208,6.17295597484,3.41194968553,3.16237195422,0,8.99187610835,7,0.00783683510902,73.9972546158,0.02,0.860395214571,1963,0,0,0.618546005991,100,318,,,32.9709467108,28.5,1.35986152378,3.36871823398,8,9,16.2562942682,0,,16.6835328226,3,1494.59980557,361,0.382599161527,619.265291097,300,10.94114565,0.388283571039,8,5.50632854871,18.25,10,1,1085,106,232,4.03190950645,,45,96,1,288,2.4,,1,,,2.93028873457,6,1,0,9,,,8.75,0,1,16.1763853174,1,,2.875,0.5,0.541723672456,0,1,33,,,82,0,0,1,1222,3.21252099069,0,,119.708668135,105,1.8441079352,318,7.72327044025,1.94737512924,25749,3,,110.469099342,,150,31.6975469097,0.923127656303,,102,38.6600543917,22,5,0,1,0.874441931114,,7,11.6711707063,2.48427672956,0,3711.43228461,5,15.5535714286,Java,86,0,0,1,25749,3,,4.6914392535,0,1.36713666254,5.02646532742,15,4.03730029389,80.9716981132,10.2664198254,14,10,,3,,2456,100,9.95755779121,1,4.43591696775,12203.4219094,0,,25.8238993711,16.2997936631,19,327,,,19,105.399376032
/home/se-metrics/root/github-analysis-categories/processed//Security/AuthMeReloaded-master,,4,2.26578465773,4,1,1,3,10.0209707609,1960.53805948,14.8404933565,0.811434987624,10246,63,,1,1,270.643760563,20.9543013381,12.4689906874,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/AuthMeReloaded-master,1,261.019982276,20.5963694964,26.9608297443,,8.99726466274,547.500087424,48,0,10.1620526055,,0,6.52571970274,6,94.1279018766,2,5.73702094238,80.9507714114,1,1,4,21,1,25.6110210071,0,11.4617680618,12050,2,48,2,0.763450268273,29.0720607525,55.2482044385,10,0,5,2,,0,0.66265060241,106.721849755,3668,0.387048192771,2.48795180723,,7,29,546,721,3,0,,0,0,,1,2,True,0,6.77621057468,8329,,,0.822289156627,0,0,32.9134092933,1912,8.93330548189,3.43975903614,1652,1,5.19238189508,108,0.824548324434,4,0,3,12.5436746988,15.4307228916,4.08584337349,3.44277108434,2.73769393171,0,178.253976326,5,0.00434316451326,168.989639205,0.02,0.582856312126,2713,0,0,0.72732701154,41,664,,,12.1781346678,18,2.24112641658,3.66311735152,8,7.21739130435,5.20894210325,0.128024193548,,44.2779635877,3,544.605635211,192,0.529004581716,1002.56290915,185,5.51969112655,-0.0998782085813,9,3.35262943729,11,23,1,2286,48,497,2.28231069385,,30.5,66,1,280,1.80454545455,,1,,,3.16559169207,5,2,0,7,,,7.95,0,1,14.1387977587,1,,3.5,0.714285714286,-0.114730635435,0,0,22,,,36,0,0,1,2284,7.66988918905,0,,30.4669901325,106,0.65842673914,664,5.52409638554,1.50988389932,35175,3,,70.0020745734,,257,16.4512540726,0.716377780368,,816,23.3367871656,15,3.14285714286,0,1.3141025641,0.858729444097,,13,8.94953067163,2.87951807229,0,5942.48836596,4,12.5427350427,Java,103,0,0,1,35175,3,,3.03645357107,0,8.19607077802,2.92010934189,25,4.31452443706,52.9743975904,6.20996624702,10,10,,2,,3668,75.1428571429,5.06073324797,1,4.45146466647,4900.29044458,0,,18.1475903614,18.615121118,13,440,,,13,38.5636807892
/home/se-metrics/root/github-analysis-categories/processed//Security/AutoRepeater-master,,3,1.94750934311,2.25,1,3,2,6.73015873016,30.8634920635,4.49003915146,2.32170691683,2183,192,3.864,2,2,5152.69444444,7.94800921564,4.39848231471,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/AutoRepeater-master,1,4.2246494415,20.2197022866,3.27857142857,,2.2670867958,41.7486716414,14,1,3.4146192863,1.606,1,1.1268164548,None,4.94819518717,3.25,11.2358553054,5.13968253968,1.475,2,6.88333333333,71,1,78.5928571429,1,1.94705517933,1417,1,15,1,0.709907215042,9.65783816367,0.294449877272,24,0,7.5,2,18.879,0,0.694444444444,4.49530293763,359,0.111111111111,2.11111111111,25,11,1,33,1833,27,0,,0.75,0,,4,2,True,1,3.91104079285,152,1.509,,0.916666666667,0,1,126.244444444,74,2.58380302312,6.61111111111,76,1,1.81068258637,60,1.15968532337,7.75,1,3,4.22222222222,60.6388888889,8.08333333333,2.44444444444,2.42094749206,0,3.75543787393,16,0.0587301587302,14.4393601357,0.34,0.503968253968,291,0,0,0.939848189672,39,36,255,106,2.10772734594,56,2.50100141529,4.16342551682,6,0,0.101587301587,0.581196581197,,5.55549206313,6,2274.98015873,194,0.88331461963,105.718233986,693,11.5151728754,1.76087009714,10,1.97206524989,32.25,0,1,88,43,27,0.318727629156,255,70,182,2,328,3.19047619048,,1,,1246,2.59425494702,13,1,1.25,13.25,11.755,,12.9656432749,0,1,2.17959737697,3,2.424,4,1,1.63437927642,0,1,49.75,,,199,0,0,3,238,2.0288565432,0,,132.599206349,7,5.39032300766,36,9.97222222222,2.93661761072,6338,4,,323.987737373,,4,71.7822711012,1.32359312419,66,24,47.6967520774,39,9,0,1.3125,1.03125898441,3.864,7,19.9350328124,2.05555555556,0,717.661181245,5,27.40625,Java,8,1,2,1,6338,4.5,,2.04736666308,0,7.11036417512,1.69045610816,12,2.66666666667,176.055555556,19.7963604782,21,8,,2,,359,103,8.86526125632,1,2.8412552521,104968.053968,0,160,39.3611111111,7.11111111111,27,25,,,34,391.895888181
/home/se-metrics/root/github-analysis-categories/processed//Security/Qt-SESAM-master,,2,4.19067239877,4,1,1,0,7.52436270915,1513.52933337,34.0952344284,1.21655051443,18398,64,655.656,1,1,2599.24184458,51.6631638264,37.8772612084,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/Qt-SESAM-master,1,184.07677224,80.9963599049,8.83865710561,,9.6811221663,1088.75733256,41,0,8.23619552976,11.584,0,8.5911119282,1,142.607741734,3.33333333333,3.45720027529,93.7241263988,1,1,1.25,27,1,85.591548172,1,9.44203084297,11666,2,41,1,1.5597264606,15.2679434519,92.8657005225,6,0,2,1,103.130,0,1.42708333333,41.2056611536,4621,0.4921875,1.53255208333,8806,15,26,456,2538,1,0,,0,0,,1,0,True,0,29.1514802891,7679,1.177,,0.59375,0,0,11.9522337435,1885,9.25149110929,1.44140625,1177,1,2.97298790876,55,1.41765277676,2,0,8,9.99869791667,23.9557291667,5.29817708333,3.89192708333,5.89256373271,0,112.826917964,2,0.00320003531073,102.276405927,0.07,2.4327466319,4069,0,0,1.24625732239,97,768,226857,4008,28.2399865208,33.1,3.59560126689,7.57577345475,5,9.43820224719,2.00776157106,0.5,,38.9041043256,4,1093.51531264,338,1.55315731361,1234.54565664,253,9.81781766019,2.71192556241,6,5.13379541683,4,89,1,2989,99,332,1.41695503495,226857,17,48,1,503,1.87058823529,,2,,35683,2.74305718299,6,2,0,7,8.903,,4.41428571429,0,1,11.7419178495,1,13.639,9,1.05119047619,3.69113090906,0,1,14,,,91,0,0,1,1107,5.67811840099,0,,96.3895436088,55,1.47999515415,768,6.01692708333,1.60748132374,47321,1,,167.582759668,,378,50.9827602683,1.34939614481,346,600,33.0683430585,21,4,0,2,1.6107078076,655.656,11,10.2927113338,2.45442708333,0,7904.80230434,3,11.2878787879,C++,143,0,0,1,47321,2,,5.43262044363,0,19.074621115,4.64144855225,25,4.85164926432,61.6158854167,18.3193115149,5,13,,5,,4621,217.333333333,9.25157003821,0,3.40802146766,28083.9813379,0,4719,15.1901041667,23.538500584,9,1096,,,17,335.597174382
/home/se-metrics/root/github-analysis-categories/processed//Security/botan-master,,4,3.61670409025,5,1,1,6,7.83509783961,1768.62559665,12.6269820037,2.73757033629,27918,74,566.402,1,4,10046.7014591,8.59709873454,19.8034551372,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/botan-master,1,353.894046088,76.5083949909,44.1224182785,,16.4521499605,795.530553035,42,1,15.2051758388,14.295,3,12.1922628031,163,177.940816916,4,7.0046359493,270.673238321,1,1.5,6,79,1,60.5766768465,0,6.49078115243,8779,2,66,1,0.464580792487,18.6588712301,174.62575644,7,0,2,1,127.488,0,0.230403800475,48.0594235652,2578,0.0902612826603,3.42280285036,8659,24.5,12,340,2707,163,0,,0,0,,1,0,True,0,16.9665480926,7382,1.286,,0.807600950119,0,2,49.0649247823,1353,12.5570940142,1.93586698337,1441,1,6.64247079621,131,1.88962126612,4,2,2,17.5344418052,66.3135391924,5.73396674584,3.93349168646,2.75327866661,0,53.208048898,12,0.00765184933831,275.934858886,0.17,0.215835312747,2414,0,0,1.21905989415,51,421,322913,8291,10.9013852597,163,1.39517496004,7.79595334793,16,9,0.568023979188,1,,42.0550305749,3,915.911593711,259,1.48610702552,1023.29707027,346,8.06337652262,2.56731829348,9,3.23021102499,21,20,1,1656,51,182,0.753673655628,328513,64,163,1,1226,2.4,,0,,73943,2.79912447733,7,0,0,7,8.918,,14,0,1,18.1714085084,1,18.378,8.5,2,4.34112260945,0,0,24,,,194,0,0,1,815,5.27968203515,0,,65.0180409456,131,7.49429134612,421,6.12351543943,2.4306343712,51617,163,,234.432458272,,38,100.233235302,1.50392894766,580,468,30.2640313526,22,8,0,2.16666666667,1.8416456767,556.747,13,40.2591578004,3.21377672209,0,16949.105434,4,44.5454545455,C++,266,2,0,1,51617,3,,3.82007127557,0,2.51997819682,3.02468122023,16,4.91599376361,122.605700713,62.8021017132,10,13,,1,,2578,432.166666667,7.78310200669,3,3.72689728144,54958.5774912,0,10659,20.8527315914,24.1669946839,29,97,,,21,3944.1039796
/home/se-metrics/root/github-analysis-categories/processed//Security/spring-vault-master,,2,4.92542720483,3,1,2,1,4.86268573809,2060.8650118,20.0366027345,0.610943895511,5479,51,,1,2,191.647680878,5.88617725897,51.4294727771,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/spring-vault-master,1,129.812923797,25.5029307426,0.221990001389,,4.57895598791,265.90294127,49,0,3.88540380542,,0,6.32317753948,3,104.454629202,2,2.52602617189,20.9668379392,1,1,3.5,20,1,21.7068740453,0,16.2581836739,5803,2,17,1,0.763509536904,52.4253908865,47.8687732742,6,0,3,2,,0,0.626315789474,4.64246514529,2031,0.415789473684,1.51052631579,,8,23,33,688,3,0,,0,0,,1,1,True,0,41.0083347205,2719,,,0.0868421052632,0,0,6.38080822108,714,8.86470865958,1.85789473684,574,1,0.471158149021,27,0.699744582291,3,0,4,7.15526315789,14.4184210526,4.11578947368,2.79210526316,1.85774054389,0,291.488262392,4,0.00495764477156,28.5316234458,0.02,0.582946812943,1564,0,0,0.708124682687,46,380,,,13.5074072273,19,2.42734366583,4.20244145272,4,4.26086956522,2.70265240939,0,,45.3967511151,1,515.797049021,279,0.50144056623,482.076298025,151,5.49642231292,1.62759014321,6,3.47555211975,9,23,1,1061,49,244,1.64397457687,,24,54,1,90,1.29120879121,,1,,,2.20514982214,5,2,0,7,,,6.36666666667,0,1,10.0130124899,1,,5,0.666666666667,4.09942125979,0,0,19,,,42,0,0,1,706,1.84276368922,0,,30.2106582419,7,0.373252443463,380,5.34473684211,1.26862183691,18040,3,,72.0886426056,,158,13.8436874018,1.38906817011,,833,22.7111657345,16,2.5,0,1,1.21282019671,,7,8.21665856671,1.87894736842,0,3122.33025535,3.5,11.4612068966,Java,42,0,0,1,18040,3,,5.55267604771,0,8.51717143149,2.88112360757,17,4.03107203239,47.4736842105,6.58026997969,8,8,,2,,2031,46,4.65906364469,1,6.01058518139,5196.77239272,0,,15.2710526316,16.2495417303,9.5,238,,,13,43.2999530056
/home/se-metrics/root/github-analysis-categories/processed//Security/search-guard-master,,2.75,2.48932410404,3,2,2,1,7.95366550301,440.73273035,2.91813871999,1.92778729067,5792,81,104.343,2,4,5381.29842378,8.89589508552,9.84875432729,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/search-guard-master,1,24.3794821764,8.17872156791,0.64260023273,,2.83824659094,207.877143005,19,0,2.73147634413,5.988,0,2.52668466559,1,70.4401312754,4,4.19030531428,8.05564371099,1,1.46428571429,3,48.75,1,23.8022320956,1,7.33278395874,3119,2,25,3,0.627653575546,14.6846397613,6.3038065289,10,0,4,2.25,17.800,0,0.68115942029,24.7149617171,862,0.239130434783,1.86956521739,634,11.1,11,31,900,3,0,,0,0,,1,1,True,0,6.71968231549,901,0.247,,0.224637681159,0,1,17.5586586269,218,7.65190777427,2.72463768116,258,1,0.801623498115,21,1.50635610873,4,0,2,6.52898550725,41.9710144928,4.8768115942,2.76811594203,2.63979507049,0,65.0146678644,3,0.0115307309849,8.24621663317,0.04,0.393949010896,673,0,0,1.26074920285,24,138,25564,1467,2.73130987049,49,1.90610580494,2.76725985265,4,11.5,1.19057442082,0.666666666667,,20.9936354725,2,917.015180366,189,1.58948855249,306.677294031,460,5.53925815767,-0.654995407344,8,1.75541172839,10.25,2,1,382,28,87,1.09113446505,25564,41,111.75,1,587,2.61875,,1,,4361,2.82022437104,6.75,2,0,8,2.973,,7.21875,0,1,4.57384451143,1,1.478,8,1.26136363636,4.5639888647,0,1,29.5,,,169,0,0,1,376,4.25839603046,0,,30.6833809373,6,3.71636383809,138,6.24637681159,2.22229923211,13980,3,,161.902404084,,33,73.3573338105,1.59012261231,245,209,30.2822585083,18,7.30769230769,0,2.18289473684,0.362371247267,104.343,10,14.5592577921,1.57971014493,0,2009.1775753,4,17.4916666667,Java,14,0,0,1,13980,3,,2.82678665276,0,3.11984710116,1.65076480119,12,2.95782978015,101.304347826,18.3783835636,13,8,,2,,862,115.333333333,4.8787531292,1,3.50662951097,26212.3884481,0,362,22.6014492754,8.74875700836,17.5,94,,,16,337.76498241
/home/se-metrics/root/github-analysis-categories/processed//Security/weakforced-master,,2,9.12644415067,4,1,2,1,14.5933553305,1121.22707361,20.6576106703,4.58397171499,6412,79,0.000,1,1,7649.71054727,55.792936839,12.8001871233,0,0,/home/se-metrics/root/github-analysis-categories/processed//Security/weakforced-master,1,38.2341489357,13.016393969,19.3167311412,,5.00475084342,279.220215568,55,0,4.48048558912,5.526,0,7.24614505404,4,33.0503819021,3,4.61815341824,25.0475310047,1,1.5,3.375,26.25,1,91.6142905905,0,6.33350215379,3822,1,42,1,0.415727883904,30.8642871146,69.6501353422,10,0,3,1,44.211,0,0.202127659574,37.5230672358,1302,0.0851063829787,1.92553191489,56,54,3,327,1036,4,0,,0,0,,1,2,True,0,94.4244586597,1863,2.571,,1.73936170213,0,2,21.3273409944,345,5.54716004876,2.65957446809,362,1,4.39508033387,39,1.4852139126,2,0,2,9.90957446809,34.1063829787,6.10638297872,3.72340425532,7.07170739322,0,45.9039240708,4,0.00981340311753,27.5994362559,0.28,0.172829673455,1148,0,0,1.16395264294,80,188,0,105,17.3470307103,36.6875,3.70055607123,3.44669884222,5.25,8.25,0.163841165093,0.75,,33.4847289613,9,1240.62862669,225,1.35478575501,445.407827304,392,10.9585893953,1.62642173697,11,3.75487648667,5,4,1,700,80,124,0.404772979697,0,16,82.25,1,697,2.23557692308,,0,,840,3.82012504122,8,1,2,8,8.000,,6.03571428571,0,1,5.52708998704,1,14.211,9,1.34375,13.991697775,0,0,21.25,,,159,0,0,1,500,5.70480049347,0,,120.090681534,39,21.0127966838,188,6.92553191489,2.36919057077,15569,1,,167.066103092,,16,87.4626237159,2.93266758947,19,308,35.2225584916,22,5,0,2,1.71892309293,0.000,8,20.1457884428,1.83510638298,0,3787.40822724,2,11.1,C++,55,0,0,1,15569,2,,3.2587442197,0,16.3503992562,3.64247750405,28,6.12246543489,82.8138297872,70.8938131054,6,12,,1,,1302,697,9.57153543537,1,4.82412810573,27911.0828024,0,270,20.329787234,37.4845830015,9,38,,,22,5025.93273662
