,analizo_acc_mean,analizo_accm_mean,analizo_amloc_mean,analizo_anpm_mean,analizo_cbo_mean,analizo_dit_mean,analizo_lcom4_mean,analizo_mmloc_mean,analizo_noa_mean,analizo_noc_mean,analizo_nom_mean,analizo_npa_mean,analizo_npm_mean,analizo_rfc_mean,analizo_sc_mean,folder,category,agent_type,type
18,0.913793103448,4.49091587531,41.8847608713,1.22561023268,0.896551724138,0.775862068966,2.46551724138,83.9137931034,1.4655172413799995,0.137931034483,4.86206896552,0.568965517241,2.6724137931,11.4137931034,3.12068965517,/home/se-metrics/root/proccesed1/2009_PRIMA_hillstone_u,Robocup-2D,agent,Robocup
19,1.03921568627,2.89757128044,33.2808144886,2.35263226777,0.803921568627,0.529411764706,4.05882352941,76.4117647059,2.98039215686,0.333333333333,6.6078431372500015,0.725490196078,4.35294117647,16.0196078431,3.50980392157,/home/se-metrics/root/proccesed1/2016_WorldCup_HfutEngine2016,Robocup-2D,agent,Robocup
20,3.00198412698,1.6218162040700002,10.5131344602,1.15804954706,3.09523809524,0.668650793651,3.9146825396800007,39.3214285714,4.28174603175,0.470238095238,9.59722222222,1.5376984127000002,8.132936507939997,44.1507936508,15.4900793651,/home/se-metrics/root/proccesed1/2012_ChinaOpens_miracle2012,Robocup-2D,agent,Robocup
21,1.02912621359,1.86734318668,13.543908585599999,1.64509346882,0.7961165048540001,0.6601941747569999,4.737864077669999,37.3786407767,2.11650485437,0.300970873786,6.25242718447,0.6116504854370001,3.7087378640800006,11.0485436893,4.72815533981,/home/se-metrics/root/proccesed1/2014_WorldCup_UFSJ2DRobocup2014,Robocup-2D,agent,Robocup
22,3.78329571106,2.2791266133900003,18.5982525273,1.12909406356,3.8690744921,0.625282167043,3.4085778781,49.9841986456,3.92099322799,0.507900677201,8.48081264108,1.2212189616299998,7.049661399550001,40.4966139955,13.3702031603,/home/se-metrics/root/proccesed1/2008_JapanOpens_Fifty-Storms,Robocup-2D,agent,Robocup
23,3.96300102775,2.15801881802,16.908146816800002,1.0412581477299998,3.5344295991800005,0.945529290853,4.6197327852,49.2929085303,3.30832476876,0.562178828366,9.048304213769999,1.0174717369,7.687564234330001,37.2045220966,28.436793422399997,/home/se-metrics/root/proccesed1/2012_WorldCup_fcportugal2d_src,Robocup-2D,agent,Robocup
24,1.05769230769,3.03049954432,32.8397058807,2.31476850579,0.826923076923,0.519230769231,3.92307692308,74.80769230770001,2.86538461538,0.326923076923,6.40384615385,0.7115384615379999,4.21153846154,15.538461538499998,3.34615384615,/home/se-metrics/root/proccesed1/2016_WorldCup_ITAndroids,Robocup-2D,agent,Robocup
25,3.80157480315,1.96402165317,9.6826280159,1.11722599053,3.4629921259800005,1.24881889764,3.31496062992,34.0094488189,5.6094488189,0.455118110236,9.83937007874,1.22677165354,6.94330708661,42.7133858268,19.8724409449,/home/se-metrics/root/proccesed1/2007_WorldCup_kotug,Robocup-2D,agent,Robocup
26,3.46111111111,2.20039644007,18.2443743585,1.26327515134,3.45185185185,0.685185185185,3.78888888889,56.185185185200005,4.2037037037000005,0.487037037037,9.20925925926,1.49444444444,7.67777777778,44.6666666667,17.3425925926,/home/se-metrics/root/proccesed1/2011_JapanOpens_HillStone_bin,Robocup-2D,agent,Robocup
28,5.679245283019999,3.08701563907,19.659272766300003,1.3949566429700002,5.81132075472,0.452830188679,3.98113207547,78.77358490569999,16.4905660377,0.320754716981,26.3018867925,11.6037735849,23.5094339623,160.981132075,28.471698113200002,/home/se-metrics/root/proccesed1/2002_WorldCup_BUGS-2002-src,Robocup-2D,agent,Robocup
29,3.98953974895,2.52125585549,20.4498478776,1.17380934208,4.07322175732,0.619246861925,3.39121338912,53.144351464399996,3.83891213389,0.506276150628,8.286610878660001,1.18828451883,6.8744769874500005,40.1569037657,14.085774058599998,/home/se-metrics/root/proccesed1/2008_JapanOpens_BKB_jin_AI,Robocup-2D,agent,Robocup
30,1.24299065421,3.70300327636,37.1409627192,1.6608397247,1.0373831775700002,0.635514018692,4.32710280374,83.0280373832,2.24299065421,0.289719626168,6.45794392523,0.598130841121,3.66355140187,14.8598130841,5.186915887850001,/home/se-metrics/root/proccesed1/2012_WorldCup_robotto_soccer_simulation_2d,Robocup-2D,agent,Robocup
31,2.92733017378,2.20836338359,18.181352756,1.16925165421,2.62875197472,0.7409162717219999,4.55924170616,50.3191153239,2.77093206951,0.516587677725,9.112164297,0.8357030015800001,7.76935229068,33.807266982600005,14.461295418599999,/home/se-metrics/root/proccesed1/2014_LARC_fcp_gpr_2014,Robocup-2D,agent,Robocup
32,3.40975609756,2.42101917753,13.4422100098,1.06751028176,3.32195121951,0.712195121951,3.66829268293,48.580487804899995,6.33658536585,0.546341463415,13.073170731700001,4.61463414634,12.7365853659,65.50243902439999,16.2682926829,/home/se-metrics/root/proccesed1/2001_WorldCup_DirtyDozenSource,Robocup-2D,agent,Robocup
33,1.31313131313,3.67249288555,36.8156278396,1.63193226217,1.05050505051,0.686868686869,4.42424242424,82.75757575760001,2.19191919192,0.313131313131,6.41414141414,0.626262626263,3.76767676768,13.656565656600002,5.4848484848500005,/home/se-metrics/root/proccesed1/2014_LARC_pmec_allejos2d,Robocup-2D,agent,Robocup
34,2.61290322581,2.07526893499,16.2633443329,1.07784435207,2.51612903226,0.6451612903230001,2.8064516129,41.096774193499996,11.7096774194,0.322580645161,8.32258064516,2.1935483871,4.93548387097,38.3870967742,6.516129032259999,/home/se-metrics/root/proccesed1/1999_WorldCup_CoachRC99,Robocup-2D,agent,Robocup
36,3.15,5.6319818376100015,45.716222908999995,2.2182989926700003,4.1,0.0,6.8,131.0,12.5,0.0,11.5,7.05,11.5,84.4,30.05,/home/se-metrics/root/proccesed1/1997_WorldCup_CMUnited97-source,Robocup-2D,agent,Robocup
37,4.28805237316,2.42165504535,20.1298417454,1.24009220431,4.22422258592,0.741407528642,3.87561374795,59.60556464810001,4.00981996727,0.513911620295,8.983633387889999,1.41407528642,7.29623567921,46.3502454992,22.0703764321,/home/se-metrics/root/proccesed1/2012_WorldCup_AUT_2D_Source,Robocup-2D,agent,Robocup
38,1.33606557377,4.01268682673,36.385357773,1.5843485919,1.1311475409799998,0.598360655738,4.60655737705,105.62295082,2.24590163934,0.254098360656,7.49180327869,0.565573770492,5.16393442623,16.7459016393,6.19672131148,/home/se-metrics/root/proccesed1/2012_WorldCup_Axiom_SourceCode_Release2012,Robocup-2D,agent,Robocup
39,3.79232505643,2.30778672303,18.803012966199997,1.12925530187,3.87810383747,0.625282167043,3.4085778781,50.6343115124,3.92099322799,0.507900677201,8.48532731377,1.2212189616299998,7.049661399550001,40.5598194131,13.399548532699999,/home/se-metrics/root/proccesed1/2008_JapanOpens_anct2008,Robocup-2D,agent,Robocup
40,1.78378378378,3.15655963825,17.1280287001,1.18011593085,3.8783783783800008,0.162162162162,3.58108108108,38.783783783800004,6.2837837837800015,0.108108108108,16.6216216216,1.87837837838,15.2837837838,76.43243243239999,14.581081081099999,/home/se-metrics/root/proccesed1/2012_ChinaOpens_lntu_taac2012,Robocup-2D,agent,Robocup
41,2.7619047619,2.8557960558,29.8399467702,1.62788645047,6.09523809524,0.0,7.523809523810001,83.619047619,8.71428571429,0.0,13.4761904762,8.71428571429,13.4761904762,106.95238095200001,30.5238095238,/home/se-metrics/root/proccesed1/2001_WorldCup_parsai-code1,Robocup-2D,agent,Robocup
42,0.913793103448,4.49091587531,41.8860871313,1.22561023268,0.896551724138,0.775862068966,2.46551724138,83.9137931034,1.4655172413799995,0.137931034483,4.86206896552,0.568965517241,2.6724137931,11.4137931034,3.12068965517,/home/se-metrics/root/proccesed1/2009_JapanOpens_Hillstone_United_JapanOpen2009,Robocup-2D,agent,Robocup
43,4.93048128342,6.37303470445,59.7161147037,1.36323363013,4.67379679144,0.7860962566840001,4.26737967914,165.101604278,2.64171122995,0.267379679144,7.994652406419999,0.989304812834,3.27272727273,24.422459893000003,38.0053475936,/home/se-metrics/root/proccesed1/2012_WorldCup_WarthogRobotics-RC2012,Robocup-2D,agent,Robocup
44,4.12300683371,2.30572825054,19.3359834031,1.15413639089,4.13895216401,0.640091116173,3.5056947608199995,54.740318906599995,4.03189066059,0.5193621867880001,8.64464692483,1.2277904328,7.22095671982,43.7813211845,14.5808656036,/home/se-metrics/root/proccesed1/2008_JapanOpens_Obake_OPU,Robocup-2D,agent,Robocup
45,0.509803921569,1.1073232323200002,3.58057911731,2.35035220198,0.27450980392200003,0.529411764706,4.94117647059,7.470588235289999,2.90196078431,0.333333333333,6.49019607843,0.725490196078,4.25490196078,10.568627451000001,2.23529411765,/home/se-metrics/root/proccesed1/2014_LARC_ufsj_2d,Robocup-2D,agent,Robocup
46,3.96222222222,2.39224496131,19.9428088107,1.13078963738,4.04666666667,0.631111111111,3.38222222222,51.2533333333,3.87111111111,0.5155555555560001,8.38666666667,1.20222222222,6.966666666669999,40.4711111111,13.588888888900001,/home/se-metrics/root/proccesed1/2008_JapanOpens_KU_BOST,Robocup-2D,agent,Robocup
47,4.7671957672000005,2.0025055837,9.28947758555,0.921833670955,4.677248677250001,0.529100529101,3.51322751323,33.3386243386,7.444444444439999,0.333333333333,12.2380952381,1.7354497354499998,10.851851851900001,55.64021164020001,22.5343915344,/home/se-metrics/root/proccesed1/2014_LARC_zombie_gear,Robocup-2D,agent,Robocup
48,3.58333333333,3.3167504609400003,20.830773251,1.1239010478,3.55555555556,0.333333333333,5.16666666667,89.3888888889,10.4444444444,0.222222222222,31.6388888889,1.47222222222,28.444444444400002,149.444444444,29.5,/home/se-metrics/root/proccesed1/2008_JapanOpens_Nopporoes8,Robocup-2D,agent,Robocup
49,1.07843137255,3.27619561381,35.4433506244,2.39937180982,0.843137254902,0.529411764706,3.94117647059,75.862745098,2.90196078431,0.333333333333,6.47058823529,0.725490196078,4.23529411765,15.7647058824,3.37254901961,/home/se-metrics/root/proccesed1/2012_ChinaOpens_bjut,Robocup-2D,agent,Robocup
50,3.65853658537,2.5182273057,13.850499331199998,1.21109862127,3.68292682927,0.243902439024,2.75609756098,47.3170731707,6.17073170732,0.341463414634,9.17073170732,2.85365853659,7.878048780489999,47.6341463415,7.82926829268,/home/se-metrics/root/proccesed1/1997_WorldCup_ath97,Robocup-2D,agent,Robocup
51,0.97619047619,4.48156506192,41.6550349122,1.0665002986399998,0.952380952381,0.880952380952,2.5714285714300003,77.6666666667,1.04761904762,0.214285714286,5.16666666667,0.238095238095,2.7380952381,10.642857142899999,3.54761904762,/home/se-metrics/root/proccesed1/2009_JapanOpens_RaiC09RCJO,Robocup-2D,agent,Robocup
52,1.0,6.56277056277,34.7207792208,1.62770562771,1.0,0.0,1.5,118.0,33.0,0.0,16.0,33.0,16.0,119.5,1.5,/home/se-metrics/root/proccesed1/1996_WorldCup_ogalets-ver3_x,Robocup-2D,agent,Robocup
